WKT,
"MULTIPOLYGON (((668734.500077609 1130225.42128562,668735.500100564 1130235.2912953,668741.490089076 1130234.69125433,668741.220073317 1130231.97125245,668749.140077396 1130231.18130726,668748.380092266 1130223.52125011,668748.320113254 1130222.95125495,668740.810122927 1130223.70125571,668734.390112759 1130224.34125381,668734.500077609 1130225.42128562)))"
