WKT,
"MULTIPOLYGON (((-722703.079999998 -1045261.03,-733566.859999999 -1053251.22,-751534.690000001 -1056530.08,-756519.02 -1039381.92,-743600.879999999 -1036618.59,-722703.079999998 -1045261.03)))"
"MULTIPOLYGON (((-711366.59 -1069088.8,-694649.149999999 -1093263,-690853.48 -1101863.5,-714339.23 -1107210.82,-738996.949999999 -1104512.12,-748032.82 -1076179.27,-737332.219999999 -1066603,-711366.59 -1069088.8)))"
"MULTIPOLYGON (((-690853.48 -1101863.5,-679722.890000001 -1117252.36,-695670.23 -1146776.33,-718347.850000001 -1133488.93,-714339.23 -1107210.82,-690853.48 -1101863.5)))"
"MULTIPOLYGON (((-747964.879999999 -1104716.65,-756079.050000001 -1126640.02,-767418.510000002 -1143660.44,-786783.710000001 -1102644.73,-747964.879999999 -1104716.65)))"
"MULTIPOLYGON (((-809699.140000001 -1137675.81,-770483.960000001 -1148402.81,-773935.59 -1160772.48,-800046.899999999 -1185836.48,-822868.859999999 -1157339.5,-809699.140000001 -1137675.81)))"
"MULTIPOLYGON (((-786783.710000001 -1102644.73,-767418.510000002 -1143660.44,-770483.960000001 -1148402.81,-809699.140000001 -1137675.81,-800737.050000001 -1111505.21,-798501.329999998 -1099525.18,-786783.710000001 -1102644.73)))"
"MULTIPOLYGON (((-714339.23 -1107210.82,-718347.850000001 -1133488.93,-737868.18 -1149361.9,-756079.050000001 -1126640.02,-747964.879999999 -1104716.65,-738996.949999999 -1104512.12,-714339.23 -1107210.82)))"
"MULTIPOLYGON (((-764412.530000001 -1043938.52,-761147.350000001 -1063149.21,-790280.59 -1079178.35,-788763.350000001 -1054495.72,-774038.440000001 -1044918.59,-764412.530000001 -1043938.52)))"
"MULTIPOLYGON (((-764944.850000001 -1011410.08,-751177.18 -1014750.44,-749667.420000002 -1028077.64,-764412.530000001 -1043938.52,-774038.440000001 -1044918.59,-779798.949999999 -1020180.84,-764944.850000001 -1011410.08)))"
"MULTIPOLYGON (((-676213.879999999 -1045217.01,-670403.300000001 -1049962.03,-674151.039999999 -1059757.87,-709017.25 -1066674.97,-716136.899999999 -1043413.88,-676213.879999999 -1045217.01)))"
"MULTIPOLYGON (((-674151.039999999 -1059757.87,-665966.329999998 -1068685.48,-669542.420000002 -1077947.92,-694649.149999999 -1093263,-711366.59 -1069088.8,-709017.25 -1066674.97,-674151.039999999 -1059757.87)))"
"MULTIPOLYGON (((-731898.780000001 -997635.300000001,-717791.809999999 -1002338.14,-722622.899999999 -1022747.31,-745212 -1029284.87,-749667.420000002 -1028077.64,-751177.18 -1014750.44,-731898.780000001 -997635.300000001)))"
"MULTIPOLYGON (((-700503.969999999 -989483.02,-689640.010000002 -996769.25,-685197.940000001 -1001824.71,-689061.02 -1020770.76,-716510.34 -1033515.38,-722622.899999999 -1022747.31,-717791.809999999 -1002338.14,-700503.969999999 -989483.02)))"
"MULTIPOLYGON (((-689061.02 -1020770.76,-672278.010000002 -1031189.84,-676213.879999999 -1045217.01,-716136.899999999 -1043413.88,-716510.34 -1033515.38,-689061.02 -1020770.76)))"
"MULTIPOLYGON (((-722622.899999999 -1022747.31,-716510.34 -1033515.38,-716136.899999999 -1043413.88,-709017.25 -1066674.97,-711366.59 -1069088.8,-737332.219999999 -1066603,-733566.859999999 -1053251.22,-722703.079999998 -1045261.03,-743600.879999999 -1036618.59,-745212 -1029284.87,-722622.899999999 -1022747.31)))"
"MULTIPOLYGON (((-749667.420000002 -1028077.64,-745212 -1029284.87,-743600.879999999 -1036618.59,-756519.02 -1039381.92,-751534.690000001 -1056530.08,-733566.859999999 -1053251.22,-737332.219999999 -1066603,-748032.82 -1076179.27,-761147.350000001 -1063149.21,-764412.530000001 -1043938.52,-749667.420000002 -1028077.64)))"
