ID,X,Y,Z
4185,1090791.403,627890.4023,564.6900024
4186,1090792.69,627880.4831,564.1900024
4187,1090802.991,627801.129,562.1300049
4188,1090812.647,627726.7346,569.8699951
4200,1090743.311,628222.0538,573.539978
4201,1090743.955,628217.0941,573.4699707
4202,1090745.243,628207.1749,573.3400269
4203,1090756.187,628122.8612,572.5599976
4204,1090764.555,628058.386,573.3099976
4205,1090767.131,628038.5475,573.5700073
4206,1090776.787,627964.153,573.289978
4207,1090778.074,627954.2338,571.6599731
4208,1090787.731,627879.8393,563.9299927
4209,1090790.95,627855.0412,562.75
4210,1090794.812,627825.2834,561.960022
4211,1090809.619,627711.212,571.2199707
4220,1090734.489,628251.1678,573.6199951
4221,1090735.777,628241.2485,573.4400024
4222,1090740.283,628206.5311,573.0900269
4223,1090741.571,628196.6119,573.0499878
4224,1090748.652,628142.0559,572.4099731
4225,1090754.446,628097.4193,572.5900269
4226,1090756.377,628082.5404,572.6900024
4227,1090764.746,628018.0652,574.3200073
4228,1090765.39,628013.1055,574.5100098
4229,1090767.965,627993.267,575.4899902
4230,1090769.896,627978.3881,575.0599976
4231,1090778.265,627913.913,565.8800049
4232,1090789.853,627824.6397,561.8400269
4233,1090790.496,627819.68,561.9099731
4234,1090797.578,627765.1241,564.2000122
4235,1090803.371,627720.4875,569.75
4236,1090813.672,627641.1335,576.1699829
4251,1090730.173,628245.5644,573.5999756
4252,1090730.817,628240.6048,573.289978
4253,1090731.461,628235.6452,573.2199707
4254,1090735.967,628200.9277,572.8400269
4255,1090743.049,628146.3718,572.25
4256,1090748.199,628106.6948,572.3900147
4257,1090765.58,627972.7848,575.2000122
4258,1090772.018,627923.1885,566.4299927
4259,1090773.305,627913.2692,565.6199951
4260,1090780.387,627858.7133,562.5900269
